recipientName,count,sum_amount
Adriano Espaillat,16,"25,500.00"
William Pascrell,16,"25,500.00"
Rep Denver L Riggleman III,13,"25,500.00"
Rep Adrian M Smith,12,"25,500.00"
Rep Vern Buchanan,8,"25,500.00"
James Inhofe,12,"25,400.00"
Anthony Brindisi,36,"25,325.00"
Roger Wicker,18,"25,200.00"
Congressman Rodney Davis,17,"25,100.00"
Mitt Romney,14,"25,100.00"
BGR PAC,103,"25,000.00"
Barry Loudermilk,13,"25,000.00"
Tom  Suozzi,13,"25,000.00"
Rep Morgan Griffith,12,"25,000.00"
Catherine Cortez Masto,9,"25,000.00"
Rep Bill Johnson,8,"25,000.00"
Sen John H Hoeven III,8,"25,000.00"
Rep John L Ratcliffe,6,"25,000.00"
"NRSC, 21st Century Majority Fund, Nebraska Sandhills PAC, Next Century Fund",2,"25,000.00"
DSCC Headquarters Fund,2,"25,000.00"
cong Xochitl torres small nm 2nd,1,"25,000.00"
Sen. Orrin Hatch (Golf Tournament),1,"25,000.00"
"Mandee Grant, Office of Senator Mitt Romney is co-founder and serves on the Board.",1,"25,000.00"
Rep. Frederica Wilson: Founder,1,"25,000.00"
"Rep. Debbie Dingell, Rep. Richard Hudson, Rep. Johnny Isakson, Rep. Sheila Jackson Lee, Sen. Joe Manchin, ",1,"25,000.00"
"""n/a (event sponsorship cost for """"The Summit on Race in America"""")""",1,"25,000.00"
Mr. Bret Manley and Ms. Carol Kresse (Board Members),1,"25,000.00"
"Rep. Kay Granger, Rep. Nita Lowey, Sen Tim. Kaine, Sen. Lisa Murkowski, Sen. Chris Coons, Sen. Marco Rubio, Sen. Patty Murray and Sen. John Boozman",1,"25,000.00"
"Senator Murray, Representative Roe",1,"25,000.00"
Rep Rubin Gallego (AZ); Sen Cory Booker (NJ); Sen Amy Klobuchar (MN),1,"25,000.00"
Covered officials on the Congressional Black Caucus Foundation Board ,1,"25,000.00"
Covered officials on the Congressional Black Caucus Institute Board,1,"25,000.00"
First Lady Melania Trump,1,"25,000.00"
NRCC (Building Fund),1,"25,000.00"
"Roger Wicker, Lucille Roybal-Allard, Debbie Jessup, Shayne Woods",1,"25,000.00"
Senate Majority Leader Mitch McConnell (R-KY),1,"25,000.00"
Brad Sherman,15,"24,900.00"
Cindy Axne,33,"24,887.99"
Bill Pascrell,18,"24,880.00"
Sen. Lisa Murkowski,12,"24,825.00"
Van Taylor,21,"24,800.00"
Filemon Vela,16,"24,800.00"
Rep. Frank Pallone ,8,"24,625.00"
Kevin Cramer,17,"24,500.00"
ASPIRE PAC,17,"24,500.00"
Rep. Rosa DeLauro,16,"24,500.00"
Adam Smith,15,"24,500.00"
Rep Jodey Arrington,14,"24,500.00"
Sen. Shelley Moore Capito,11,"24,500.00"
Rep Rick Crawford,11,"24,500.00"
Sen Susan M Collins,11,"24,500.00"
Democratic Senate Campaign Committee,10,"24,500.00"
Rep Larry D Bucshon,9,"24,500.00"
Rep. James E. Clyburn,9,"24,500.00"
Sean Casten,32,"24,364.45"
Sen. Jim Risch,13,"24,250.00"
Rep. Joe Kennedy,17,"24,200.00"
Joe Kennedy,18,"24,084.39"
John James,16,"24,079.20"
Sen. Ed Markey,19,"24,036.27"
Senator Susan Collins ,8,"24,015.00"
Ed Case,22,"24,000.00"
Austin Scott,15,"24,000.00"
Tom Suozzi,15,"24,000.00"
Senator Martha McSally,14,"24,000.00"
Diana DeGette,13,"24,000.00"
Rep Emanuel Cleaver II,12,"24,000.00"
Sen Jack F Reed,12,"24,000.00"
Sen Patty Murray,11,"24,000.00"
Rep Tom Rice Jr,11,"24,000.00"
Rep Lee M Zeldin,11,"24,000.00"
Eric Alan Rick Crawford,9,"24,000.00"
Sen Mitt Romney,7,"24,000.00"
Chris Pappas,20,"23,851.94"
Sen. John Barrasso,19,"23,705.00"
"Samsung honored the South Carolina delegation for their leadership for constituents.  Honored members included Reps. Jim Clyburn, Ralph Norman, Tom Rice, and William Timmons and Sen. Tim Scott.   ",1,"23,549.09"
Rep. Buddy Carter,26,"23,500.00"
Sen. Jim Inhofe,18,"23,500.00"
Madeleine Dean,16,"23,500.00"
Rep. Sanford Bishop,16,"23,500.00"
Judy Chu,14,"23,500.00"
Rep Peter A DeFazio,12,"23,500.00"
Sen Dan S Sullivan,11,"23,500.00"
Rep George EB Holding,11,"23,500.00"
Chuck Schumer,11,"23,500.00"
Sen Marsha Blackburn,10,"23,500.00"
Rep Steven A Horsford,10,"23,500.00"
Amanda Makki,44,"23,457.50"
Norma Torres,26,"23,350.00"
Rep. Doug Collins,14,"23,300.00"
Rep. Angie Craig,16,"23,296.60"
Ben Ray Lujan,24,"23,285.00"
David McKinley,14,"23,250.00"
Senator Dick Durbin,19,"23,200.00"
Mike Gallagher,19,"23,150.00"
Albio Sires,13,"23,150.00"
Rep. Ron Kind,19,"23,136.28"
Salud Carbajal,16,"23,100.00"
Mikie Sherrill,30,"23,020.94"
Senator John Barrasso,22,"23,000.00"
Rep. Ami Bera,21,"23,000.00"
Rep. Markwayne Mullin,19,"23,000.00"
Alma Shealey Adams,14,"23,000.00"
Richard E. Neal,13,"23,000.00"
McCarthy Victory Fund,11,"23,000.00"
Rep Jackie Swihart Walorski,11,"23,000.00"
Senator Sherrod Brown,10,"23,000.00"
Rep Kay N Granger,8,"23,000.00"
Lloyd Doggett,20,"22,975.00"
Sen. Dick Durbin,12,"22,950.00"
Sheldon Whitehouse,15,"22,725.00"
Senator Jeanne Shaheen,19,"22,700.00"
Republican National Committee,9,"22,585.00"
Senator Pat Toomey,19,"22,500.00"
Tom Rice,17,"22,500.00"
Sen. Patty Murray,16,"22,500.00"
Sen Mike Braun,12,"22,500.00"
Rep Lloyd K Smucker,12,"22,500.00"
Rep John Joyce,11,"22,500.00"
Jim  Risch,10,"22,500.00"
Rep Gwen S Moore,10,"22,500.00"
Rep James E Clyburn,8,"22,500.00"
Moran Victory Committee,8,"22,500.00"
Congresswoman Stephanie Murphy,8,"22,500.00"
The Honorable Kevin McCarthy,4,"22,500.00"
Jerrold Nadler,14,"22,357.94"
Dan Crenshaw,24,"22,150.89"
Senator Lindsey Graham,20,"22,000.00"
Rep. John Moolenaar,19,"22,000.00"
Rep. Don Beyer,16,"22,000.00"
Jaime Herrera Beutler,15,"22,000.00"
Senator Bill Cassidy,14,"22,000.00"
Frank Lucas,13,"22,000.00"
Senator Tom Carper,13,"22,000.00"
Rep. Denny Heck,13,"22,000.00"
Mike Lee,12,"22,000.00"
Sen Roy D Blunt,9,"22,000.00"
Sen Tom Cotton,6,"22,000.00"
Thom Tillis Committee,6,"22,000.00"
Senator Kyrsten Sinema,16,"21,800.00"
Xochitl Torres Small,44,"21,595.00"
Sen. Tom Carper,20,"21,563.15"
Danny Davis,16,"21,500.00"
Daniel Crenshaw,15,"21,500.00"
Rep. Dan Kildee,13,"21,500.00"
Rep Henry R Cuellar,12,"21,500.00"
Rep Lou Correa,12,"21,500.00"
Harold Rogers,10,"21,500.00"
Rep Trey Hollingsworth III,9,"21,500.00"
Rep Fred S Upton,8,"21,500.00"
Rep. Abigail Spanberger,31,"21,400.00"
Rep. Haley Stevens,19,"21,365.25"
Rep. Anna Eshoo,16,"21,250.00"
Peter Welch,14,"21,250.00"
"Hoyer, Steny",7,"21,250.00"
David Valadao,27,"21,100.00"
Gina Ortiz Jones,24,"21,100.00"
Don Young,20,"21,100.00"
Senator Mike Crapo,15,"21,100.00"
Rep. Josh Gottheimer,14,"21,100.00"
Mitch McConnell ,7,"21,100.00"
Jim Jordan,18,"21,000.00"
Senator Doug Jones,17,"21,000.00"
Mark Meadows,16,"21,000.00"
Stacey Plaskett,15,"21,000.00"
Andre Carson,12,"21,000.00"
Rep Adam D Kinzinger,11,"21,000.00"
Sen. Debbie Stabenow,10,"21,000.00"
Rep Mike Bost,9,"21,000.00"
Sen Ted Cruz,6,"21,000.00"
Rep Maxine Waters,6,"21,000.00"
Sen Kevin J Cramer,5,"21,000.00"
"Shelly Moore Capito, Joni Ernst, Lisa Murkowski, Deb Fischer, Susan Collins, Marsha Blackburn, Cindy Hyde-Smith, Martha McSally",4,"21,000.00"
Rep Ann McLane Kuster,12,"20,973.00"
Rep. Dan Lipinski,14,"20,850.00"
Scott Fitzgerald,14,"20,830.50"
Rep. Bill Huizenga,17,"20,797.32"
Senator Todd Young,16,"20,750.00"
Rep. Jim Costa,15,"20,750.00"
Susan Wild,21,"20,715.94"
Chris Van Hollen,22,"20,600.00"
Dan Lipinski,18,"20,600.00"
Alan Lowenthal,19,"20,500.00"
Rep. Cathy McMorris Rodgers,15,"20,500.00"
Robert Menendez,12,"20,500.00"
Rep Joyce B Beatty,12,"20,500.00"
Rep. Linda Sanchez,12,"20,500.00"
Rep. Rick Larsen,11,"20,500.00"
Rep Tom J Cole,10,"20,500.00"
Rep Daniel P Meuser,10,"20,500.00"
Rep Sanford D Bishop Jr,9,"20,500.00"
Rep Brian Mast,9,"20,500.00"
U.S. Senator Tim Scott,9,"20,500.00"
Rep Gus Bilirakis,8,"20,500.00"
Rep Paul D Tonko,7,"20,500.00"
Rep Brad Sherman,7,"20,500.00"
"Collins, Susan",6,"20,500.00"
Across the Aisle PAC,6,"20,500.00"
"McCarthy, Kevin",5,"20,500.00"
PAC Unitatis,5,"20,500.00"
Michigan Republican Party,5,"20,500.00"
Sen. Marsha Blackburn,10,"20,375.00"
Marcia Fudge,16,"20,360.50"
Rep. John Joyce,16,"20,323.99"
Tom Malinowski,16,"20,251.94"
Veronica Escobar,19,"20,250.00"
Rep. John Larson,14,"20,250.00"
Congressman Henry Cuellar,9,"20,250.00"
Desiree Tims,5,"20,250.00"
Rep. Tom O'Halleran,14,"20,200.00"
Senator Marsha Blackburn,8,"20,200.00"
Rep. Elise Stefanik,24,"20,150.00"
Rep. Brian Higgins,12,"20,150.00"
Rep. Kelly Armstrong,18,"20,000.00"
Sen. Brian Schatz,14,"20,000.00"
Sen. Todd Young,13,"20,000.00"
MJ Hegar,11,"20,000.00"
Rep Guy L Reschenthaler,10,"20,000.00"
Sen Marco Rubio,10,"20,000.00"
Rep John R Curtis,9,"20,000.00"
Rep Doris Matsui,9,"20,000.00"
John Shimkus,8,"20,000.00"
Rep Don J Bacon,8,"20,000.00"
Juan Vargas,7,"20,000.00"
Defend America PAC,5,"20,000.00"
Roger  Wicker,5,"20,000.00"
DEBBIE DINGELL,4,"20,000.00"
See Comments Section for Honoree List,2,"20,000.00"
Republican Senate Candidates ,2,"20,000.00"
"Committee For Stronger Rural Communities, Inc.",1,"20,000.00"
"Bobby Rush, Danny Davis, Lauren Underwood, Robin Kelly",1,"20,000.00"
Pres. Lyndon Baines Johnson,1,"20,000.00"
"Ruben Gallego, Pete Aguilar, Grace Napolitano, Juan Vargas, Raul Ruiz",1,"20,000.00"
"Cedric Richmond, Sheila Jackson Lee, Marcia Fudge, Dwight Evans, Joyce Beatty, Alcee Hastings, Barbara Lee",1,"20,000.00"
George W. Bush Foundation,1,"20,000.00"
Rep. Ben Ray Lujan and Secretary Rick Perry,1,"20,000.00"
WORKING AMERICA COALITION,1,"20,000.00"
"Congressional Black Caucus Foundation, Inc.",1,"20,000.00"
Thomas Barthold,1,"20,000.00"
Congressional Members of CHLI,1,"20,000.00"
John F. Kennedy Library Foundation Inc.,1,"20,000.00"
Rep. Marcy Kaptur,13,"19,900.00"
Senator Jim Inhofe,18,"19,810.08"
Steve Chabot,22,"19,800.00"
Ted Lieu,19,"19,750.00"
Rep. Brenda Lawrence,12,"19,750.00"
Senator Rick Scott,6,"19,600.00"
Sen. Deb Fischer,18,"19,583.33"
Senator Patty Murray,11,"19,575.00"
Rep. Anthony Gonzalez,17,"19,500.00"
Lucille Roybal-Allard,15,"19,500.00"
Senator Roger Wicker,14,"19,500.00"
Debbie Wasserman-Schultz,11,"19,500.00"
Rep Linda Sanchez,10,"19,500.00"
Rep Elizabeth Pannill Fletcher,9,"19,500.00"
Rep Pete Aguilar,8,"19,500.00"
Sen. Charles Schumer,7,"19,500.00"
Suzanne Bonamici,14,"19,350.00"
Jerry McNerney,14,"19,090.00"
Donna Shalala,22,"19,001.94"
Nita Lowey,18,"19,000.00"
William Clay Jr.,17,"19,000.00"
Rep. Scott Peters,13,"19,000.00"
Rep. Brian Fitzpatrick,12,"19,000.00"
Sen. Mike Braun,12,"19,000.00"
Thomas Cotton,11,"19,000.00"
Sen. Martin Heinrich,11,"19,000.00"
Rep Dan T Kildee,11,"19,000.00"
Rep. French Hill,9,"19,000.00"
Rep. Steny Hamilton Hoyer,9,"19,000.00"
"Dingell, Debbie",6,"19,000.00"
Rep Filemon B Vela,6,"19,000.00"
Rep. Lloyd Doggett,17,"18,931.15"
Rep. Fred Upton,17,"18,750.00"
Rep. David Rouzer,14,"18,750.00"
Rep. Joyce Beatty,12,"18,750.00"
Daniel Lipinski,11,"18,750.00"
Rep. John Carter,10,"18,750.00"
Congressman Hakeem Jeffries,18,"18,700.00"
"Congressional Black Caucus Foundation, Inc. (Non-Monetary Contribution)",1,"18,654.34"
Bob Casey,20,"18,620.50"
Rep. Andy Barr,17,"18,500.00"
Gwen Moore,15,"18,500.00"
Ann McClane Kuster,14,"18,500.00"
Rep. Jack Bergman,14,"18,500.00"
Rep Diana DeGette,11,"18,500.00"
Rep Brian M Higgins,10,"18,500.00"
Bonnie Watson Coleman,9,"18,500.00"
Rep Wm Lacy Clay,9,"18,500.00"
"Fitzpatrick, Brian",8,"18,500.00"
Rep Chris D Stewart,8,"18,500.00"
Rep Mike Quigley,8,"18,500.00"
Rep Juan Vargas,8,"18,500.00"
Theodore Budd,7,"18,500.00"
"Kildee, Dan",7,"18,500.00"
Rep Robert B Aderholt,7,"18,500.00"
Rep Neal Dunn,7,"18,500.00"
Rep Jaime L Herrera Beutler,6,"18,500.00"
Rep Virginia A Foxx,6,"18,500.00"
Democratic Senatorial Campaign Committee ,5,"18,500.00"
Rep. Anthony Brindisi,27,"18,250.00"
Gus Bilirakis,17,"18,250.00"
Rep. Bill Pascrell,14,"18,250.00"
David Cicilline,12,"18,250.00"
Rep. Mike Thompson,6,"18,250.00"
Fred Upton,13,"18,200.00"
Rep. Jodey Arrington,19,"18,133.51"
NA,43,"18,100.02"
Troy Balderson,14,"18,100.00"
Mazie Hirono,21,"18,000.00"
Margaret Good,17,"18,000.00"
Mark Walker,15,"18,000.00"
Rep. Ron Estes,13,"18,000.00"
Peter Visclosky,12,"18,000.00"
Michael Doyle,10,"18,000.00"
Rep Robin L Kelly,9,"18,000.00"
Congresswoman Nancy Pelosi,8,"18,000.00"
Max Rose,8,"18,000.00"
"Gardner, Cory",7,"18,000.00"
Rep. Garret Graves,15,"17,750.00"
Senator Dan Sullivan,13,"17,750.00"
Rep. Henry Cuellar,13,"17,750.00"
Rep. Kevin Brady ,8,"17,750.00"
Sen. Mitch McConnell ,6,"17,700.00"
Senator Shelley Moore Capito,11,"17,604.17"
Michael Turner,8,"17,600.00"
Senator Ernst,3,"17,600.00"
Future Forum PAC,15,"17,550.00"
Congresswoman Elise Stefanik,13,"17,500.00"
Rep. Suzan DelBene,13,"17,500.00"
Larry Bucshon,12,"17,500.00"
James Risch,9,"17,500.00"
Rep Jim E Banks,9,"17,500.00"
Rep Daniel W Lipinski,8,"17,500.00"
Rep Garret N Graves,8,"17,500.00"
Rep Vicky Jo Hartzler,7,"17,500.00"
"Butch Wallace, Office of Congressman Joe Wilson, serves on the Board.",1,"17,500.00"
Bob Gibbs,14,"17,328.00"
Zoe Lofgren,13,"17,250.00"
Rep. Lance Gooden,14,"17,220.32"
Congressman Brian Higgins,9,"17,200.00"
Kendra Horn,36,"17,136.77"
Rep. Joe Kennedy III,9,"17,100.00"
Senator Richard Shelby,9,"17,050.00"
Rhonda Foxx,35,"17,000.00"
Rep. Lloyd Smucker,16,"17,000.00"
Nanette Barragan,14,"17,000.00"
Doug Lamborn,14,"17,000.00"
Ben Cline,13,"17,000.00"
James Comer,13,"17,000.00"
Rob Wittman,12,"17,000.00"
Rep. Bob Latta,10,"17,000.00"
Chuck Fleischmann,9,"17,000.00"
Rep Lance Gooden,9,"17,000.00"
Rep Mike K Simpson,8,"17,000.00"
Rep Haley Stevens,8,"17,000.00"
Senator Jacky Rosen,8,"17,000.00"
The Honorable Carolyn Maloney,7,"17,000.00"
Rep Brad R Wenstrup,7,"17,000.00"
Rep Jimmy Gomez,6,"17,000.00"
Bill Flores,6,"17,000.00"
Catherine Cortez-Masto,6,"17,000.00"
Rep Steve Womack,6,"17,000.00"
Rep Doug A Collins,6,"17,000.00"
Democratic Senatorial Campaign Committee (DSCC),6,"17,000.00"
Rep. Jeffrey D. Duncan (R),6,"17,000.00"
Moderate Democrats,5,"17,000.00"
Rep. Bryan Steil,15,"16,920.32"
Barnes & Thornburg LLP Political Action Committee,12,"16,874.00"
Rep. Kevin Hern,11,"16,871.80"
Jamie Raskin,18,"16,775.00"
Joe Morelle,19,"16,770.18"
Rep. Abby Finkenauer,11,"16,769.00"
Rep. John Katko,18,"16,750.00"
Congresswoman Cheri Bustos,16,"16,600.00"
Tammy Baldwin,8,"16,525.00"
Mike Simpson,16,"16,500.00"
Jim Clyburn,16,"16,500.00"
Rep Raja Krishnamoorthi,13,"16,500.00"
Senator Jerry Moran,12,"16,500.00"
Sen. Chuck Schumer,11,"16,500.00"
Rep. John Garamendi,10,"16,500.00"
Congressman Mike Doyle,10,"16,500.00"
Sen Ron Wyden,10,"16,500.00"
Rick Crawford,9,"16,500.00"
Rep Raul Ruiz,9,"16,500.00"
Senator Chuck Schumer,8,"16,500.00"
Rep John Larson,8,"16,500.00"
Rep David F Kustoff,8,"16,500.00"
Rep Angie Craig,8,"16,500.00"
REP. DREW FERGUSON,7,"16,500.00"
Sen Tammy Baldwin,6,"16,500.00"
Mike Rogers,11,"16,340.00"
Jeff Van Drew,15,"16,275.00"
Rep. Gregory Meeks,15,"16,250.00"
Rep Derek Kilmer,12,"16,250.00"
Edward Markey,12,"16,250.00"
Matt Cartwright,12,"16,250.00"
Rep. Jim Himes,11,"16,250.00"
Trump Victory,5,"16,116.98"
Rep. Tim Walberg,19,"16,100.00"
National Republican Senatorial Committee ,7,"16,083.00"
Greg Steube,15,"16,000.00"
Congressman Darin LaHood,13,"16,000.00"
Rep. Trey Hollingsworth,13,"16,000.00"
Rep. Bruce Westerman,13,"16,000.00"
Rep Katherine M Clark,11,"16,000.00"
John Rose,10,"16,000.00"
Congressman Buddy Carter,10,"16,000.00"
Rep Josh S Gottheimer,10,"16,000.00"
Rep Madeleine Dean,10,"16,000.00"
William Keating,9,"16,000.00"
Rep Michael T McCaul,9,"16,000.00"
Georgette Gomez,8,"16,000.00"
Rep Michael J Gallagher,8,"16,000.00"
Rep Mike Johnson,7,"16,000.00"
The Honorable Tom Suozzi,7,"16,000.00"
Sen Jacklyn S Rosen,7,"16,000.00"
Rep Don Young,7,"16,000.00"
Rep. Richard Edmund Neal,7,"16,000.00"
Sen. Doug Jones (AL),7,"16,000.00"
Rep. Bill Johnson,6,"16,000.00"
Rep Steve Chabot,6,"16,000.00"
REP. VERN BUCHANAN,5,"16,000.00"
Representative Kevin McCarthy,5,"16,000.00"
SEN. TINA SMITH,4,"16,000.00"
ROSA DELAURO,4,"16,000.00"
Democratic Congressional Campaign Committee (DCCC),4,"16,000.00"
Treasure State PAC,4,"16,000.00"
Rep. Veronica Escobar (sponsor of New American Hero Awards reception),1,"16,000.00"
Rep. Chrissy Houlahan,16,"15,900.00"
Mary Gay Scanlon,13,"15,896.40"
Steven Chabot,11,"15,829.00"
John Ratcliffe,14,"15,750.00"
Rep. Jimmy Panetta,12,"15,750.00"
Elijah Cummings,11,"15,750.00"
Congresswoman Joyce Beatty,9,"15,750.00"
Team McHenry,5,"15,750.00"
Lori Trahan,13,"15,600.00"
Rep. Steven Horsford,16,"15,550.00"
Mike McCaul,24,"15,500.00"
Rep. Jeff Van Drew,14,"15,500.00"
Rep. Ted Budd,13,"15,500.00"
Senator Tim Scott,12,"15,500.00"
Hal Rogers,12,"15,500.00"
Senator Debbie Stabenow,11,"15,500.00"
Alma Adams,10,"15,500.00"
Elizabeth  Pannill Fletcher,9,"15,500.00"
Carol Miller,8,"15,500.00"
Sen. Rick Scott,8,"15,500.00"
Rep Warren Davidson,8,"15,500.00"
Rep Devin Nunes,7,"15,500.00"
Rep David C Rouzer,7,"15,500.00"
Senator John Cornyn (R-TX),7,"15,500.00"
Joe Manchin,6,"15,500.00"
Sri Preston Kulkarni,5,"15,500.00"
Rep Cindy Axne,5,"15,500.00"
Matt Lieberman,4,"15,500.00"
Tim Walberg,14,"15,450.00"
Jaime Harrison,18,"15,310.00"
Elaine Luria,23,"15,306.39"
Rep. Ann Wagner,14,"15,300.00"
Ami Bera,13,"15,250.00"
Debbie Lesko,11,"15,250.00"
Rep. Lou Correa,10,"15,250.00"
Rep. Rick Crawford,9,"15,250.00"
Gary Palmer,7,"15,250.00"
Jessica Cisneros,5,"15,250.00"
Rep. Xochitl Torres Small,28,"15,220.00"
Rep Jeff Van Drew,8,"15,100.00"
The Honorable Mitch McConnell,8,"15,100.00"
Eleanor Holmes Norton,6,"15,100.00"
Congressman Frank Pallone,12,"15,050.00"
Rep. Brad Schneider,13,"15,001.00"
Jim Cooper,11,"15,000.00"
Rep Marc A Veasey,9,"15,000.00"
Rep Roger W Marshall,9,"15,000.00"
Amerish Bera,8,"15,000.00"
?,8,"15,000.00"
Rep. Cheryl L. Bustos,7,"15,000.00"
Rep Kathy Castor,7,"15,000.00"
Al Green,7,"15,000.00"
Rep William R Timmons IV,7,"15,000.00"
Congressman Bob Latta,6,"15,000.00"
Sen Bob Menendez,5,"15,000.00"
"Warner, Mark",5,"15,000.00"
"Rep. Frank Pallone, Jr.",5,"15,000.00"
Sen. Robert Menendez,5,"15,000.00"
U.S. Senator Marsha Blackburn,5,"15,000.00"
Sen Catherine M Cortez Masto,5,"15,000.00"
Sen Ed Markey,4,"15,000.00"
New Democrat Coalition,4,"15,000.00"
Hoyer For Congress,3,"15,000.00"
Blue Dog Political Action Committee,3,"15,000.00"
REP. STEVE SCALISE; NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE,3,"15,000.00"
New York State Democratic Committee,3,"15,000.00"
Gilbert Cisneros,3,"15,000.00"
Rep. Billy Long ,3,"15,000.00"
Christy Smith,3,"15,000.00"
"""William """"Lacy"""" Clay Jr.""",3,"15,000.00"
Ben R. Lujan,3,"15,000.00"
Kevin McCarthy Victory Fund,2,"15,000.00"
Republican United States Senators,1,"15,000.00"
progressive caucus action fund,1,"15,000.00"
Sponsorship of the Women's Congressional Policy Institute congressional dinner.,1,"15,000.00"
"Keeping Georgia Strong, Inc. ",1,"15,000.00"
"Sen. Chuck Grassley, Rep. James Clyburn and Rep. Nancy Pelosi (honorees at the 26th Annual Bipartisan Congressional Awards Dinner)",1,"15,000.00"
NRSC membership,1,"15,000.00"
NRCC membership,1,"15,000.00"
DSCC Leadership Circle,1,"15,000.00"
"Senator Alexander, Representative Reed (NY), Representative Gottheimer (NJ)",1,"15,000.00"
"Rep. Nita Lowey, Rep. Kay Granger",1,"15,000.00"
Congressional Baseball Game,1,"15,000.00"
Congressional Womens Softball Game,1,"15,000.00"
Secretary of State Michael Pompeo,1,"15,000.00"
DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,1,"15,000.00"
"Nita Lowey, Richard Shelby",1,"15,000.00"
Current Members of Congress who sit on the CBCF Board of Directors/ 2019 Congressional Fellowship Sponsorship,1,"15,000.00"
"Sen. Roy Blunt, Sen. Ben Cardin, Rep. Diane DeGette, Rep. Mike Burgess",1,"15,000.00"
Rep. Deb Haaland and Rep. Lauren Underwood,1,"15,000.00"
Congressional Black Caucus ,1,"15,000.00"
"Members of Congressional Black Caucus, organization maintained or controlled by covered legislative branch official",1,"15,000.00"
Andy Levin,13,"14,900.00"
Sen. Tim Kaine,8,"14,897.32"
Grace Napolitano,18,"14,850.00"
Josh Hawley,17,"14,750.00"
Rep. Jason Smith,15,"14,750.00"
Kathy Castor,15,"14,750.00"
Rep. Brad Wenstrup,12,"14,750.00"
Senator Patrick Leahy,11,"14,557.84"
Rep. Colin Allred,19,"14,500.00"
Rep Jeff L Fortenberry,13,"14,500.00"
The Honorable Mike Rounds,10,"14,500.00"
Greg Pence,10,"14,500.00"
Michael Simpson,9,"14,500.00"
Rep Debbie Dingell,9,"14,500.00"
Denny Heck,9,"14,500.00"
Senator Chuck Grassley,9,"14,500.00"
Rep Rick R Larsen,9,"14,500.00"
Cory Gardner for Senate,9,"14,500.00"
Rep Kevin R Hern,9,"14,500.00"
Senator Tammy Baldwin,8,"14,500.00"
Sen Maggie Hassan,7,"14,500.00"
Robert Latta,7,"14,500.00"
Rep Barry D Loudermilk,7,"14,500.00"
Chris Coons for Delaware,7,"14,500.00"
James Hagedorn,7,"14,500.00"
Lone Star Leadership PAC,7,"14,500.00"
Rep Dan Bishop,6,"14,500.00"
Sen. Sherrod Brown,6,"14,500.00"
Rep Dan M Newhouse,5,"14,500.00"
Rep Mark R Meadows,4,"14,500.00"
Thom Tillis ,10,"14,350.00"
"Congressional Hispanic Caucus Institute, Inc. (Non-Monetary Contribution)",1,"14,314.90"
Rep. Marcia Fudge,10,"14,250.00"
Claire Chase,8,"14,119.54"
Sara Hart Weir,14,"14,050.00"
Rep. Robert Aderholt,8,"14,047.32"
Richard Burr,10,"14,000.00"
Rep. Peter Welch,9,"14,000.00"
Donald Payne,9,"14,000.00"
Sen. Marco Rubio,8,"14,000.00"
Rep Darren Soto,8,"14,000.00"
Rep Kelly M Armstrong,8,"14,000.00"
Congressman Josh Gottheimer,8,"14,000.00"
Rep. Lisa Blunt Rochester,8,"14,000.00"
Sen Angus S King Jr,7,"14,000.00"
Rep Anna G Eshoo,7,"14,000.00"
Rep Tim L Walberg,7,"14,000.00"
Rep Bob B Gibbs,6,"14,000.00"
Rep Jack W Bergman,6,"14,000.00"
Rep Trent Kelly,6,"14,000.00"
Rep Tim J Ryan,5,"14,000.00"
Rep Mark Walker,5,"14,000.00"
Rep. Carolyn Maloney,5,"14,000.00"
