recipientName,count,sum_amount
Representative Daniel Timothy Kildee,1,"1,000.00"
Senator Rob J Portman,1,"1,000.00"
Senator Ronald James Kind,1,"1,000.00"
Senator Christopher Andrew Coons,1,"1,000.00"
"Representative Thomas Earl Emmer, Jr.",1,"1,000.00"
Representative Jacqueline Walorski,1,"1,000.00"
Representative Rodney Lee Davis,1,"1,000.00"
Representative Cedric Levon Richmond,1,"1,000.00"
Representative Frederick Stephen Upton,1,"1,000.00"
Representative James M. Costa,1,"1,000.00"
Representative Brenda L. Lawrence,1,"1,000.00"
Representative Dennis Heck,1,"1,000.00"
Representative David Cheston Rouzer,1,"1,000.00"
Representative Earl Francis Blumenauer,1,"1,000.00"
Representative Adam Daniel Kinzinger,1,"1,000.00"
Representative Darin M. Lahood,1,"1,000.00"
Senator Rob J. Portman,1,"1,000.00"
Representative Brian K. Fitzpatrick,1,"1,000.00"
Representative S. Brett Guthrie,1,"1,000.00"
"Representative Michael Thomas McCaul, Sr.",1,"1,000.00"
Representative Joshua S. Gottheimer,1,"1,000.00"
Rep. Steny H Hoyer,1,"1,000.00"
Senator John Barrasso ,1,"1,000.00"
Sen. Cindy Hyde Smith,1,"1,000.00"
Representative Ann Kuster,1,"1,000.00"
Representative Eddie Bernice Johnson,1,"1,000.00"
Representative Vincente Gonzalez,1,"1,000.00"
Representative Gerry Connolly for Congress,1,"1,000.00"
Representative Paul Tonko,1,"1,000.00"
Representative Adam Kinzinger,1,"1,000.00"
Representative Marc Veasey,1,"1,000.00"
Representative Sylvia Garcia,1,"1,000.00"
"John Cornyn, Cornyn Majority Texas ",1,"1,000.00"
U.S. Senator Roy Blunt,1,"1,000.00"
Cong. Denver Riggleman,1,"1,000.00"
Cong. Bryan Steil,1,"1,000.00"
John F. Reed,1,"1,000.00"
Alan Lowenthal ,1,"1,000.00"
Congresswoman Nanette Barragan,1,"1,000.00"
Congressman Jared Huffman,1,"1,000.00"
Rep. Dan Sullivan,1,"1,000.00"
RFW PAC / Sen. Roger Wicker,1,"1,000.00"
Rep. G. K. Butterfield,1,"1,000.00"
Sen. Sue Collins,1,"1,000.00"
Next Century Fund / Sen. Richard Burr,1,"1,000.00"
US Senate Candidate Jeff Sessions,1,"1,000.00"
Hon. Josh Hawley,1,"1,000.00"
Hon. Virginia Foxx,1,"1,000.00"
Hon. Joe Morelle,1,"1,000.00"
Hon. Cindy Hyde-Smith,1,"1,000.00"
Hon. John Curtis,1,"1,000.00"
Hon. Shelley Moore Capito,1,"1,000.00"
Hon. Steve Daines,1,"1,000.00"
Hon. Brad Westrup,1,"1,000.00"
Hon. Mark Green,1,"1,000.00"
Hon. Gerry Connolly,1,"1,000.00"
Rep. Ron Kind ,1,"1,000.00"
Rep. Mike Simpson ,1,"1,000.00"
Rep. John Moolenaar ,1,"1,000.00"
Rep. David Scott ,1,"1,000.00"
Jim Oberweis ,1,"1,000.00"
Sen. Chuck Grassley ,1,"1,000.00"
Rep. Collin Peterson ,1,"1,000.00"
Rep. Steve Womack ,1,"1,000.00"
Cong. Rosa DeLauro ,1,"1,000.00"
Sen. Mike Lee (R - UT),1,"1,000.00"
Sen. Roger Wicker (R - MS),1,"1,000.00"
Sen. Jeff Sessions (R - AL) ,1,"1,000.00"
Representative Patrick T. McHenry ,1,"1,000.00"
Senator Susan M. Collins ,1,"1,000.00"
Representative Darin LaHood ,1,"1,000.00"
Representative Stephen F. Lynch ,1,"1,000.00"
Representative Steve Scalise ,1,"1,000.00"
Representative Ron Kind  ,1,"1,000.00"
Representative Stephanie Murphy   ,1,"1,000.00"
Representative Lee Zeldin ,1,"1,000.00"
Sen. Mike Braun Leadership PAC,1,"1,000.00"
Congressman Lizzie Fletcher,1,"1,000.00"
Senator Crapo,1,"1,000.00"
The Honorable Lou Correa,1,"1,000.00"
The Honorable Roy Blunt,1,"1,000.00"
The Honorable Jacky Rosen,1,"1,000.00"
U.S. Senator Thomas Carper,1,"1,000.00"
U.S. Representative Mike Simpson ,1,"1,000.00"
U.S. Representative Dan Lipinski,1,"1,000.00"
U.S. Representative John Moolenaar,1,"1,000.00"
U.S. Representative David Joyce,1,"1,000.00"
U.S. Representative Josh Gottheimer ,1,"1,000.00"
Senator Ted Cruz (R-TX),1,"1,000.00"
Rep. Steve Stivers (R-15 OH),1,"1,000.00"
The Honorable William Posey,1,"1,000.00"
The Honorable Paul Cook,1,"1,000.00"
The Honorable William Keating,1,"1,000.00"
The Honorable Kyrsten Sinema,1,"1,000.00"
The Honorable Elaine Luria,1,"1,000.00"
The Honorable Nydia Velazquez,1,"1,000.00"
The Honorable Steven Chabot,1,"1,000.00"
The Honorable Cedric Richmond,1,"1,000.00"
The Honorable William Timmons,1,"1,000.00"
The Honorable Daniel Kildee,1,"1,000.00"
The Honorable Joyce Beatty,1,"1,000.00"
The Honorable Thomas Carper,1,"1,000.00"
The Honorable Kevin Cramer,1,"1,000.00"
The Honorable Thomas Emmer,1,"1,000.00"
The Honorable Edwin Perlmutter,1,"1,000.00"
The Honorable Michael Quigley,1,"1,000.00"
The Honorable Tammy L. Duckworth,1,"1,000.00"
The Honorable Benjamin Sasse,1,"1,000.00"
U.S. Rep. Hank Johnson (D-GA),1,"1,000.00"
U.S. Senator Ben Sasse (R-NE),1,"1,000.00"
U.S. Senator Thom Tillis (R-NC),1,"1,000.00"
Rep. Jon Hoadley,1,"1,000.00"
Gloucester County GOP,1,"1,000.00"
Congressman Elijah Cummings,1,"1,000.00"
Rep. David Schweikert (R - AZ),1,"1,000.00"
Rep. Chip Roy (R - TX),1,"1,000.00"
Sen. Mike Rounds (R - SD),1,"1,000.00"
Nanette Barragan for Congress,1,"1,000.00"
Congress Pete Aguilar,1,"1,000.00"
GOP members of Problem Solvers Caucus,1,"1,000.00"
Dem members of Problem Solvers Caucus,1,"1,000.00"
U.S. Senator John Cornyn,1,"1,000.00"
U.S. Senator Martha McSally,1,"1,000.00"
"Bill Hagerty, Candidate for U.S. Senate",1,"1,000.00"
U.S. Representative Pete Visclosky,1,"1,000.00"
U.S. Representative Joe Kennedy III,1,"1,000.00"
U.S. Senator Mark Warner,1,"1,000.00"
U.S. Senator Jim Inhofe,1,"1,000.00"
REP. RAUL GRIJALVA,1,"1,000.00"
REP. ANN WAGNER,1,"1,000.00"
REP. ROBERT SCOTT,1,"1,000.00"
REP. SEAN CASTEN,1,"1,000.00"
REP. DUTCH RUPPERSBERGER,1,"1,000.00"
REP. BILL POSEY,1,"1,000.00"
SEN. MAZIE HIRONO,1,"1,000.00"
REP. JAMIE RASKIN ,1,"1,000.00"
REP. JENNIFFER GONZALEZ COLON,1,"1,000.00"
REP. JIM COSTA ,1,"1,000.00"
REP. RON KIND,1,"1,000.00"
REP. STEVEN HORSFORD,1,"1,000.00"
REP. STEVE SCALISE,1,"1,000.00"
REP. BRADLEY SCHNEIDER,1,"1,000.00"
REP. LLOYD SMUCKER,1,"1,000.00"
REP. BRYAN STEIL,1,"1,000.00"
SEN. STEVEN DAINES,1,"1,000.00"
REP. VAL DEMINGS ,1,"1,000.00"
REP. VICENTE GONZALEZ ,1,"1,000.00"
Betty Mccollum,1,"1,000.00"
Congressman Alcee L. Hastings,1,"1,000.00"
Congressman Bill Posey,1,"1,000.00"
REP. LORI TRAHAN,1,"1,000.00"
SEN. JACK REED,1,"1,000.00"
The Honorable David Perdue,1,"1,000.00"
Shelley Moore Capito ,1,"1,000.00"
G.K Butterfield,1,"1,000.00"
Virginia Fox,1,"1,000.00"
Congressman MarkWayne Mullin,1,"1,000.00"
Jerry Moran ,1,"1,000.00"
Representative Charlie Crist,1,"1,000.00"
George (RETIRING IN 2020) Holding,1,"1,000.00"
Greg (RETIRING IN 2020) Walden,1,"1,000.00"
"Rosen, Jacky-OPEN/CURRENT CMTE",1,"1,000.00"
Believe in America PAC (Romney-UT-USS),1,"1,000.00"
Tom J. Cole,1,"1,000.00"
Congressman Doug Jones,1,"1,000.00"
Senator John Warner,1,"1,000.00"
Congresswoman Martha McSally,1,"1,000.00"
Congressman Eric Swalwell,1,"1,000.00"
Congresswoman Grace Ming,1,"1,000.00"
Congresswoman Kathleen Rice,1,"1,000.00"
Congresswoman Jodey Arrington,1,"1,000.00"
Sen. Ted E. Cruz,1,"1,000.00"
Rep. David F. Kustoff,1,"1,000.00"
Rep. Anthony E Gonzalez,1,"1,000.00"
Rep. Barry Dean Loudermilk,1,"1,000.00"
Spencer Griffith,1,"1,000.00"
Rep. Kathy Congress,1,"1,000.00"
Congressman Paul Cook,1,"1,000.00"
Congresswoman Ann Wagner,1,"1,000.00"
Suzan Del Bene,1,"1,000.00"
Rep. Elise Stefanik (NY),1,"1,000.00"
Sen. Carper (DE),1,"1,000.00"
Rep. Richie Neal (MA),1,"1,000.00"
Chele Chiavacci Farley,1,"1,000.00"
Karen Christine Handel,1,"1,000.00"
Nicole Malliotakis ,1,"1,000.00"
Maria Elvira Salazar,1,"1,000.00"
Peoples Voice PAC,1,"1,000.00"
Rep Ann Wagner,1,"1,000.00"
"Joyce, Dave",1,"1,000.00"
"Graham, Lindsey",1,"1,000.00"
"Thompson, Bennie",1,"1,000.00"
"Wright, Ron",1,"1,000.00"
"Zeldin, Lee",1,"1,000.00"
"Carbajal, Salud",1,"1,000.00"
"Richmond, Cedric",1,"1,000.00"
"Himes, Jim",1,"1,000.00"
"McNerney, Jerry",1,"1,000.00"
"Duncan, Jeff",1,"1,000.00"
"Cardin, Benjamin",1,"1,000.00"
"Rep. Gregory Francis Murphy, M.D.",1,"1,000.00"
Rep. Haley M. Stevens,1,"1,000.00"
Rep. Frank Dean Lucas,1,"1,000.00"
Marcia Louise Fudge,1,"1,000.00"
"Rep. Eric Michael Swalwell, Jr.",1,"1,000.00"
Rep. Bradley Mark Walker,1,"1,000.00"
Cong. Kurt Schrader,1,"1,000.00"
Rep. Vicki Hartzler,1,"1,000.00"
"The Honorable Veronica Daigle, Assistant Secretary, Office of the Assistant Secretary of Defense for Readiness, U.S. Department of Defense ",1,980.00
Senator John Cornyn (Non-Monetary Contribution),1,973.08
The Honorable  Gerry Connolly,1,969.15
North American Meat Institute PAC,10,947.40
Rudy Soto ,3,907.00
Amy McGrath for Senate,7,900.00
Sponsorship of booth at 2019 Annual Legislative Conference.,1,900.00
Ryan Krause for Congress,2,894.76
Reps. Stacey Plaskett and Yvette Clarke,1,887.72
Rep. Debbie Dingell honored at charity event,1,875.00
Sen. Sheldon Whitehouse honored at charity event,1,875.00
Stephanie Schmid,3,855.00
Democratic National Committee (DNC),11,850.00
Congressman Seth Moulton,3,850.00
AdvaMed PAC,3,850.00
Jon Hoadley,3,850.00
AEMPAC ,1,821.00
Rep. Jim Himes Leadership PAC,1,811.35
Congressman Bill Huizenga,1,800.00
Rep. Blaine Luetkemeyer (R-3rd OK),1,800.00
Bernie Sanders,13,768.32
Primerica Inc. Political Action Committee (Primerica PAC),12,756.00
Shelly Simonds,3,750.00
Lynn Afendoulis,3,750.00
2020 Climate Unity Fund,3,750.00
representative mike levin (ca),3,750.00
"john blair (nm), u.s. house of representatives candidate",3,750.00
Congressman Bobby Scott,2,750.00
Maggie Toulouse Oliver,2,750.00
Hon. Greg Walden,2,750.00
LANK PAC,2,750.00
Roger Huffstetler,2,750.00
Deb Fischer for US Senate,2,750.00
The Honorable Kendra Horn,2,750.00
"Donald S. Beyer, Jr.",2,750.00
Darrell Issa ,2,750.00
Representative Kendra Horn,2,750.00
CRES PAC,2,750.00
U.S. Representative Susan Wild,2,750.00
Rep. Clay Higgins,2,750.00
Maya Cummings,2,750.00
Rhonda Foxx for Congress,2,750.00
Congressman Russ Fulcher,2,750.00
The US Oncology Network PAC,2,750.00
Rep. Kelly Armstrong (R - ND),2,750.00
Senator Jones,2,750.00
Representative Guy Reschenthaler,2,750.00
Emanuel Cleaver for Congress,2,750.00
The Honorable Daniel Meuser,1,750.00
Hon. Mike Turner,1,750.00
Hon. Brad Wenstrup,1,750.00
JAMES LANGEVIN,1,750.00
Congressman Darrin Lahood,1,750.00
Rep Kay Granger ,1,750.00
Congressman Hal Rogers,1,750.00
The Honorable Devin Nunes,1,750.00
Representative Drew Ferguson ,1,750.00
SEN. PATRICK LEAHY,1,750.00
Anthony Brown ,1,750.00
Rep. Devin Nunes (R-CA),1,750.00
Rep. Jared Golden (D - ME - 02),1,750.00
The Honorable Steve Palazzo,1,750.00
Andrew Zwicker,1,750.00
Roy Freiman,1,750.00
Jeff Kurtz,1,750.00
Phyllis Thede,1,750.00
Bruce Hunter,1,750.00
MN House Rep. Campaign Committee (Fed Acct),1,750.00
Minnesota DFL House Caucus-Fed Acct,1,750.00
Various Texas State Republican Candidates,1,750.00
Rep. Barry Loudermilk (R-GA),1,750.00
2ND DISTRICT DEMOCRATIC PARTY,1,750.00
 Representative Kay Granger,1,750.00
Representative Devin Nunes,1,750.00
Senator Pay Leahy,1,750.00
Congresswoman Angie Draig,1,750.00
Lahood for Congress,1,750.00
Congresswoman Lizzie Fletcher,3,744.00
American Property Casualty Insurance Association of America Political Action Committee (Insuring America PAC),1,720.00
Congressman Greg Gianforte,1,710.00
Kate Schroder for Congress,2,700.00
Rep. GT Thompson (R-PA),2,700.00
Rep. Timmons (R-SC),2,700.00
Rep. Carter (R-TX),2,700.00
Ben Ray Lujan Campaign,2,700.00
Rep. Donna Shalala (FL),1,700.00
Sen. Mitch  McConnell,1,697.84
Minnesota Chamber Leadership PAC,1,680.00
U.S. Sen. Michael Bennet,6,679.00
Rep. Sean Casten (in-kind contribution),2,660.28
The Hon. K. Michael Conaway,1,650.53
Members of US Chamber PAC,13,650.00
Mondaire Jones,3,650.00
Employee PAC,1,650.00
"Gen. Arnold Bunch, Jr.",1,647.97
IFAPAC,24,645.00
Washington Gas PAC    ,1,644.27
Representative Jim Cooper,1,637.84
AFGE,2,637.00
CBC PAC,3,627.00
Congresswoman Debbie Mucarsel-Powell,2,625.00
G. Keith Bryant,1,625.00
Peter Gaynor,1,625.00
Rep. Mike Johnson (R-LA),1,625.00
Congresswoman Kim Schrier,2,619.00
Representative Cathy McMorris Rodgers (Non-Monetary Contribution),1,607.92
AAJ,5,601.25
John Delany,6,600.00
CBAI FedPac,6,600.00
U.S. Senator James Lankford (OK),2,600.00
Kai Kahele ,2,600.00
Francis Conole,2,600.00
Justin Amash,2,600.00
ICI PAC,2,600.00
National Republican Senate Committee,2,600.00
Jamie Raskin ,2,600.00
U.S. Representative Jim McGovern,2,600.00
Anne Kuster,2,600.00
Donald Sternoff Beyer,1,600.00
Congressman Stewart,1,600.00
"Dr. Maya Rockeymoore Cummings, Candidate (MD-07) ",1,600.00
Candidate Michael Blake ,1,600.00
Robert Martwick,1,600.00
"Amanda Makki, Republican candidate for U.S. Congress",1,600.00
Senator Mitch McConnell    ,1,600.00
In kind contribution to the National Republican Senatorial Committee ,3,586.73
Rep. McCarthy (CA),1,560.00
Del. Stacey Plaskett Leaderhip PAC,1,556.80
Kai Kahele,4,550.00
Valerie Plame,2,550.00
Cong. Veronica Escobar,1,550.00
Democratic Foundation of Orange County,1,550.00
Representative Ken Calvert (R-CA-42),1,537.60
Rep. Darin Mckay LaHood,1,521.00
see above,1,510.00
DGA PAC The Political Action Committee of the Directors Guild of America Inc,11,507.65
ELAINE LURIA,2,506.22
Border Health PAC,5,505.52
Chairman Tom Emmer,5,500.00
Cristina Tzintzun Ramirez,4,500.00
Nicholas Colvin,2,500.00
Cedric Richmond ,2,500.00
Honorable Raul Grijalva,2,500.00
Brandon Batch,2,500.00
Representative Karen Bass,2,500.00
Betsy Londrigan (IL-13th),2,500.00
Mr. Jason Church,2,500.00
Rep. Delgado,2,500.00
Michelle Fischbach For Congress,2,500.00
Candidate Stephanie Schmid,2,500.00
Candidate Gina Ortiz,2,500.00
Audrey Denney,2,500.00
AmeriChem PAC,2,500.00
Candidate Darrell Issa ,2,500.00
Troy Balderson for Congress,2,500.00
Kathy Landing for Congress,2,500.00
Rep. Eliot Engel (D-NY),2,500.00
Rep. Ben McAdams (D-UT),2,500.00
Rep. Haley Stevens (D-MI),2,500.00
Rep. Dan Crenshaw (R-TX),2,500.00
Political Action Committee of the American Association of Orthopaedic Surgeons,2,500.00
Osvaldo Vazquez,2,500.00
"U.S. Representative Doug Collins, Candidate for U.S. Senate",2,500.00
Patricia Hackett,2,500.00
MBA Federal PAC,2,500.00
Michael Franken,2,500.00
Congressman Jim McGovern,2,500.00
"Teresa Fernandez Ledger, Candidate NM-03",2,500.00
Sheldon Whitehouse's Oceans PAC,2,500.00
Senator Jim Inhofe ,2,500.00
Nellie Gorbea,2,500.00
Elaine for Congress; Elissa Slotkin for Congress; Spanberger for Congress; Chrissy Houlahan for Congress; and Mikie Sherrill for Congress,2,500.00
Rep. Luria,2,500.00
Rep. Anthony Brandisi,2,500.00
representative xochitl torress small (nm),2,500.00
Stephen Bulloch,2,500.00
CAP Political Action,2,500.00
Kristi Noem,2,500.00
Congressman Brian Babin (TX-36),2,500.00
Deb Haaland ,2,500.00
Judge Carter,2,500.00
Senator Martha McSally (AZ),2,500.00
Rep. Dwight Evans ,1,500.00
Rep. Jody Arrington,1,500.00
U.S. Representative Bob Latta,1,500.00
Jodney Arrington,1,500.00
Pat Tommey,1,500.00
Titus for Congress,1,500.00
Friends of Don Beyer,1,500.00
Conor Lamb for Congress,1,500.00
Friends of Chris Carr,1,500.00
Rep. Guy Rescherthaler,1,500.00
Jeanne Supin,1,500.00
Representative Ben Cline,1,500.00
Representative Albio Sires ,1,500.00
Hoyer Majority Fund ,1,500.00
Representative Frank Pallone ,1,500.00
Representative Mikie Sherrill ,1,500.00
Rep. William Clay,1,500.00
"August Pfluger, Candidate",1,500.00
Senator Richard Durbin ,1,500.00
Rep. Seth Moulton,1,500.00
U.S. Rep. Jaime Herrera Beutler,1,500.00
THE HONORABLE CHRISTOPHER COONS,1,500.00
THE HONORABLE JACK REED,1,500.00
Rep. Jeff Duncan (for Congress),1,500.00
Cong. Guy Reschenthaler ,1,500.00
Cong. Michael Waltz,1,500.00
Cong. David Schweikert ,1,500.00
Cong. Ron Estes ,1,500.00
Cong. John Joyce,1,500.00
Cong. Jackie Walorski ,1,500.00
Cong. Lloyd Smucker ,1,500.00
Cong. Jamie Herrera-Buetler,1,500.00
Cong. Rodney Davis ,1,500.00
Cong. Tom Emmer,1,500.00
Cong. Lee Zeldin ,1,500.00
Cong. Chris Stewart ,1,500.00
Congressman Ben Ray Lujan ,1,500.00
Senator Tim Kaine ,1,500.00
U.S. Representative Buddy Carter,1,500.00
Brenda Lulenar Lawrence,1,500.00
Representative David McKinley ,1,500.00
Representative Alexander Mooney,1,500.00
Norma Torres ,1,500.00
Debbi Mucarsel Powell ,1,500.00
David purdue,1,500.00
Shelley Moore capito,1,500.00
Martha mcsally,1,500.00
Sen. Perdue ,1,500.00
Sen. Young,1,500.00
Representative Peter A. DeFazio,1,500.00
Vice President Joe Biden,1,500.00
Kendall for Congress,1,500.00
Friends of Yesli Vega,1,500.00
Susan Collins for Senate,1,500.00
Nanette Barrragan,1,500.00
Congressman Andy Barr (KY),1,500.00
Congressman Michael Cloud (TX),1,500.00
The Honorable Timothy M. Kaine,1,500.00
The Honorable Ben Cline,1,500.00
The Honorable Tammy Duckworth,1,500.00
The Honorable G. K. Butterfield,1,500.00
The Honorable Debbie Stabenow,1,500.00
Sen. Robert Casey,1,500.00
Candidate Tony Gonzales,1,500.00
Candidate Steve Knight,1,500.00
Jason Lee Church,1,500.00
Hon. Eric Swalwell,1,500.00
Hon. Mike Bost,1,500.00
Rep. Doris Matsu,1,500.00
Rep. Terri Sewell (D-7th AL),1,500.00
Rep. Marc Veasey (D-33rd TX),1,500.00
Senator Mike Braun (R-IN),1,500.00
Bridget Fleming,1,500.00
JAMIE RASKIN,1,500.00
Kansas Historical Society on behalf of U.S.Senate Agricultural Committee Chairman Pat Roberts,1,500.00
Rep. Yvette Clark,1,500.00
Sen Chuck Schumer,1,500.00
Cong.Dan Newhouse,1,500.00
Cong. Steve Chabot,1,500.00
Candidate Betsy Londrigan,1,500.00
Kate Gibbs,1,500.00
Dan Sullivan for Senate,1,500.00
Representative Denver Riggleman,1,500.00
Representative Jimmy Gomez,1,500.00
Representative Raul Ruiz,1,500.00
Rep. Annie Kuster (D-NH),1,500.00
Rep. Bill Pascrell (D-NJ,1,500.00
Allan Thomas,1,500.00
Representative Dan Lipinski,1,500.00
MJ Hagar ,1,500.00
Rep. Joseph P. Kennedy III (MA-04),1,500.00
Paul Tonko ,1,500.00
Senate Democratic Members and Candidates,1,500.00
David McKinley for Congress,1,500.00
The Honorable Elissa Slotkin,1,500.00
TOM SUOZZI,1,500.00
DAN LIPINSKI,1,500.00
JOSH GOTTHEIMER,1,500.00
Former Congressman Dave Yount,1,500.00
Congressman Chris Smith,1,500.00
Congressman Pete Visclosky,1,500.00
Senator Shaheen ,1,500.00
REP. TONY CARDENAS,1,500.00
REP. MIKE DOYLE,1,500.00
SEN. DEBBIE STABENOW,1,500.00
Congressman John Joyce,1,500.00
Congressman Meuser,1,500.00
Congresswoman Walorski,1,500.00
August Pfluger,1,500.00
U.S. Representative Cheri Bustos,1,500.00
U.S. Representative Joe Neguse,1,500.00
House Speaker Nancy Pelosi and Democratic candidates for U.S. House and Senate,1,500.00
Wonder Women Victory Committee,1,500.00
Representative David Young,1,500.00
Rep. Devin Nunes ,1,500.00
U.S. Rep. Mike Jonson (LA),1,500.00
Representative Sean Casten ,1,500.00
Representative Colin Allred,1,500.00
Representative Debbie Mucarsel Powell ,1,500.00
Sen. Jean Shaheen,1,500.00
John Katko ,1,500.00
Jenniffer Gonzales,1,500.00
Darren LaHood ,1,500.00
Tom Brier for Congress Congressional Campaign Contribution,1,500.00
Ben Sasse for US Senate Support for Luncheon for Ben Sasse,1,500.00
Drew Ferguson for Congress,1,500.00
The Honorable Dave Joyce,1,500.00
SEN Jim Inhofe,1,500.00
Tate Reeves for Governor,1,500.00
The Hon. Robert Aderholt,1,500.00
The Hon. Jim Jordan,1,500.00
The Hon. Paul Cook,1,500.00
The Hon. Bill Johnson,1,500.00
The Hon. Bob Latta,1,500.00
The Hon. Richard Hudson,1,500.00
Rep Benjamin L Cline,1,500.00
Motorcycle Industry Council (MIC) PAC,1,500.00
Rep Jeffries,1,500.00
Rep Neal,1,500.00
Rep Axne,1,500.00
Rep Himes,1,500.00
Jeffrey and Carol Cohen ,1,500.00
VA democrats,1,500.00
RD Huffstetler,1,500.00
Adam Smith for Congress,1,500.00
Dakota PAC,1,500.00
Fund For A Conservative Future,1,500.00
Representative Thomas Emmer,1,500.00
Representative Jim Hagedorn,1,500.00
C. A. Dutch Ruppersberger,1,500.00
Pineapple PAC,1,500.00
French Hill for Congress,1,500.00
Republican State Leadership Committee,1,500.00
Jim Costa for Congress,1,500.00
The Reed Committee ,1,500.00
Engel for Congress ,1,500.00
Georgette Gomez for Congress,1,500.00
Jason Lewis For Senate,1,500.00
Patriot PAC,1,500.00
Collins for Senate,1,500.00
"Friends of Sessions Senate Committee, Inc.",1,500.00
Sen. Marco Rubio (R-FL),1,500.00
Sen. Mitt Romney (R-UH),1,500.00
SEN. JON TESTER,1,500.00
REP. GREGORY MEEKS,1,500.00
DR. BRIAN BABIN,1,500.00
The Honorable Adam Schiff,1,500.00
Rep. David Young (R-IA),1,500.00
Ohio State Senator Matt Huffman,1,500.00
Toledo Mayor Wade Kapszukiewicz,1,500.00
Ohio State Senator Teresa Fedor,1,500.00
David Cole,1,500.00
Andrew Kinzinger,1,500.00
The Honorable Chari Bustos,1,500.00
The Honorable Colin Allred,1,500.00
Various Members of Congress associated with Across the Aisle PAC,1,500.00
Various Members of Congress affiliated with Blue Dog PAC,1,500.00
Sen John Cornyn (R-TX),1,500.00
Minnesota AGRIGROWTH PAC,1,500.00
Rep. Don Beyer (D-VA),1,500.00
U.S. Representative Morgan Griffith,1,500.00
Friend of Joe Wilson,1,500.00
Friend of Don Bacon,1,500.00
Rep. Torres Small ,1,500.00
Rep. Stevens ,1,500.00
Rep. Fletcher ,1,500.00
Rep. Mucarsel Powell ,1,500.00
Rep. Luria ,1,500.00
Rep. Casten ,1,500.00
Rep. Spanberger ,1,500.00
Rep. Allred ,1,500.00
Rep. Brindisi ,1,500.00
Rep. Lawson ,1,500.00
Rep. Fudge ,1,500.00
Sharon Kennedy,1,500.00
Walden For Congress,1,500.00
Cong Dan Lipinski,1,500.00
Cong Darin LaHood,1,500.00
Cong Mike McCaul,1,500.00
Texans for Cuellar,1,500.00
The Honorable Dan Newhouse,1,500.00
The Honorable Roger Marshall,1,500.00
The Honorable Richard Burr,1,500.00
The Honorable Liz Cheney,1,500.00
The Honorable Cindy Hyde-Smith,1,500.00
The Honorable Jason Lewis,1,500.00
The Honorable Jeff Sessions,1,500.00
Steve Shabot,1,500.00
"Barbara Bollier (D-KS), Candidate for US Senate",1,500.00
Re. Denver Riggleman,1,500.00
"Jim Banks for Congress, Inc.",1,500.00
Rep. Dan Lipinski (IL-3),1,500.00
American Short Line and Regional Railroad Association PAC,1,500.00
Michael Cloud ,1,500.00
Democratic National Committee ,1,500.00
Rep. Chris Coons,1,500.00
The Honorable Tom Cole,1,500.00
The Honorable Jim Jordan,1,500.00
The Honorable Mark Walker,1,500.00
The Honorable Steve Chabot,1,500.00
The Honorable Darrin LaHood,1,500.00
The Honorable Jim Hagedorn,1,500.00
The Honorable Adam Kinzinger,1,500.00
The Honorable Mike Gallagher,1,500.00
The Honorable Lance Gooden ,1,500.00
Steve Stivers ,1,500.00
na,1,500.00
Friends of Bennie Thompson ,1,500.00
Tony Cardenas for Congress ,1,500.00
Hon. Brian Higgins,1,500.00
Hon. Gwen Moore,1,500.00
